date,userId,income,expense
2024-11-21,default_user,4073.8,2194.1
2024-11-22,default_user,4224.66,2620.78
2024-11-23,default_user,3555.42,2908.6
2024-11-24,default_user,2993.86,2497.65
2024-11-25,default_user,3676.85,2854.23
2024-11-26,default_user,3442.4,2592.56
2024-11-27,default_user,3654.7,2040.92
2024-11-28,default_user,3571.59,2257.36
2024-11-29,default_user,4291.27,2350.26
2024-11-30,default_user,3221.54,2297.61
2024-12-01,default_user,3231.94,3809.17
2024-12-02,default_user,4009.41,2329.24
2024-12-03,default_user,3689.59,2530.57
2024-12-04,default_user,4034.19,2765.4
2024-12-05,default_user,4112.5,2292.03
2024-12-06,default_user,3889.53,2406.82
2024-12-07,default_user,3465.26,2579.48
2024-12-08,default_user,3054.95,2667.41
2024-12-09,default_user,3553.48,2486.84
2024-12-10,default_user,3931.59,2786.91
2024-12-11,default_user,4008.98,2449.18
2024-12-12,default_user,3826.54,2636.29
2024-12-13,default_user,3888.3,2575.14
2024-12-14,default_user,2814.2,2701.53
2024-12-15,default_user,2757.42,2374.32
2024-12-16,default_user,3955.85,2274.52
2024-12-17,default_user,3872.14,2528.57
2024-12-18,default_user,3789.57,2757.41
2024-12-19,default_user,4468.29,2161.27
2024-12-20,default_user,3678.56,2662.12
2024-12-21,default_user,2969.44,2447.17
2024-12-22,default_user,3128.39,2642.13
2024-12-23,default_user,3640.99,2535.22
2024-12-24,default_user,3703.42,2751.19
2024-12-25,default_user,3920.98,2580.19
2024-12-26,default_user,3971.29,2538.66
2024-12-27,default_user,4004.37,2490.76
2024-12-28,default_user,3047.35,2663.83
2024-12-29,default_user,3455.11,2564.73
2024-12-30,default_user,3885.48,2672.29
2024-12-31,default_user,4135.2,2576.52
2025-01-01,default_user,4103.47,4177.92
2025-01-02,default_user,4122.01,2347.57
2025-01-03,default_user,4057.97,2183.45
2025-01-04,default_user,3304.92,2598.25
2025-01-05,default_user,3416.2,2551.55
2025-01-06,default_user,3940.03,2524.7
2025-01-07,default_user,3652.93,2271.23
2025-01-08,default_user,3813.58,2279.85
2025-01-09,default_user,4268.83,2488.87
2025-01-10,default_user,4200.19,2539.94
2025-01-11,default_user,3573.01,2718.03
2025-01-12,default_user,2951.47,2478.3
2025-01-13,default_user,3580.39,2236.32
2025-01-14,default_user,4083.2,2742.62
2025-01-15,default_user,4060.0,2440.35
2025-01-16,default_user,4388.73,2107.51
2025-01-17,default_user,4107.58,2555.87
2025-01-18,default_user,3174.89,2781.04
2025-01-19,default_user,3361.08,2484.03
2025-01-20,default_user,3697.53,2461.68
2025-01-21,default_user,3791.97,2296.52
2025-01-22,default_user,4412.2,2717.52
2025-01-23,default_user,4321.14,2335.98
2025-01-24,default_user,4589.02,2889.87
2025-01-25,default_user,3370.21,2371.16
2025-01-26,default_user,2907.39,2609.74
2025-01-27,default_user,3496.55,2528.72
2025-01-28,default_user,4197.76,2264.13
2025-01-29,default_user,4574.24,2817.85
2025-01-30,default_user,3817.93,2281.86
2025-01-31,default_user,4003.55,2351.19
2025-02-01,default_user,3262.87,3572.67
2025-02-02,default_user,3072.42,2862.27
2025-02-03,default_user,3451.25,2489.09
2025-02-04,default_user,3558.8,2653.6
2025-02-05,default_user,4022.08,2888.53
2025-02-06,default_user,4184.51,2472.69
2025-02-07,default_user,4217.58,2449.04
2025-02-08,default_user,2999.57,2594.99
2025-02-09,default_user,3091.48,2571.06
2025-02-10,default_user,3829.86,2449.74
2025-02-11,default_user,4042.19,2854.87
2025-02-12,default_user,3807.06,2855.3
2025-02-13,default_user,4077.7,2405.05
2025-02-14,default_user,4692.42,2571.42
2025-02-15,default_user,3682.6,2691.17
2025-02-16,default_user,2720.65,2566.23
2025-02-17,default_user,3610.27,2303.44
2025-02-18,default_user,3499.47,2563.85
2025-02-19,default_user,4237.17,2616.24
2025-02-20,default_user,4067.54,2402.67
2025-02-21,default_user,3844.49,2446.95
2025-02-22,default_user,3087.34,2510.77
2025-02-23,default_user,3140.68,2386.56
2025-02-24,default_user,3689.19,2411.46
2025-02-25,default_user,3946.88,2640.08
2025-02-26,default_user,4139.74,2634.27
2025-02-27,default_user,3736.6,2481.59
2025-02-28,default_user,4166.0,2665.65
2025-03-01,default_user,2951.7,4079.37
2025-03-02,default_user,3453.61,2519.05
2025-03-03,default_user,3729.11,2632.76
2025-03-04,default_user,4015.38,2673.59
2025-03-05,default_user,4118.91,2580.09
2025-03-06,default_user,3959.59,2522.44
2025-03-07,default_user,4415.69,2516.85
2025-03-08,default_user,3314.66,2465.61
2025-03-09,default_user,3354.4,2400.72
2025-03-10,default_user,3986.03,2386.38
2025-03-11,default_user,3694.75,2592.59
2025-03-12,default_user,4138.96,2609.56
2025-03-13,default_user,4426.43,2482.23
2025-03-14,default_user,4218.76,2393.19
2025-03-15,default_user,3677.19,2671.28
2025-03-16,default_user,3297.33,2591.74
2025-03-17,default_user,3567.6,2499.47
2025-03-18,default_user,4090.24,2555.43
2025-03-19,default_user,4142.95,2314.59
2025-03-20,default_user,4211.67,2435.29
2025-03-21,default_user,3842.78,2532.48
2025-03-22,default_user,2903.87,2686.54
2025-03-23,default_user,3381.8,2551.66
2025-03-24,default_user,3521.15,2391.59
2025-03-25,default_user,3932.62,2125.97
2025-03-26,default_user,4162.73,2682.32
2025-03-27,default_user,4094.03,2474.21
2025-03-28,default_user,4164.7,2626.8
2025-03-29,default_user,3647.14,2567.47
2025-03-30,default_user,3001.96,2481.61
2025-03-31,default_user,3820.69,2845.24
2025-04-01,default_user,3895.93,3876.15
2025-04-02,default_user,3905.68,2188.74
2025-04-03,default_user,4260.05,2321.52
2025-04-04,default_user,3816.43,2211.36
2025-04-05,default_user,3099.7,2669.83
2025-04-06,default_user,2852.16,2253.06
2025-04-07,default_user,3825.37,2507.07
2025-04-08,default_user,4089.65,2702.26
2025-04-09,default_user,4126.69,2335.84
2025-04-10,default_user,4152.25,2659.97
2025-04-11,default_user,3984.66,2311.66
2025-04-12,default_user,3660.45,2496.14
2025-04-13,default_user,3083.29,2574.23
2025-04-14,default_user,4044.02,2619.29
2025-04-15,default_user,3903.89,2695.1
2025-04-16,default_user,4671.17,2822.6
2025-04-17,default_user,4357.02,2371.27
2025-04-18,default_user,5074.02,2358.0
2025-04-19,default_user,3297.45,2448.26
2025-04-20,default_user,3597.92,2650.36
2025-04-21,default_user,3435.22,2623.37
2025-04-22,default_user,4129.53,2518.35
2025-04-23,default_user,3834.96,2445.65
2025-04-24,default_user,4085.19,2580.73
2025-04-25,default_user,4011.63,2709.46
2025-04-26,default_user,3158.51,2265.95
2025-04-27,default_user,3011.95,2820.88
2025-04-28,default_user,3654.31,2999.91
2025-04-29,default_user,4121.27,2369.44
2025-04-30,default_user,3937.04,2623.33
2025-05-01,default_user,3905.59,4507.42
2025-05-02,default_user,3899.49,2703.05
2025-05-03,default_user,3766.63,2561.3
2025-05-04,default_user,2953.43,2532.29
2025-05-05,default_user,3893.75,2739.56
2025-05-06,default_user,4018.18,2330.36
2025-05-07,default_user,4161.79,2461.68
2025-05-08,default_user,3659.79,2457.8
2025-05-09,default_user,3794.7,2689.47
2025-05-10,default_user,3893.24,2918.9
2025-05-11,default_user,3064.7,2500.67
2025-05-12,default_user,3981.0,2776.31
2025-05-13,default_user,3904.92,2560.09
2025-05-14,default_user,4708.54,2566.9
2025-05-15,default_user,4089.87,2608.3
2025-05-16,default_user,4303.34,2403.3
2025-05-17,default_user,3350.7,2377.74
2025-05-18,default_user,3144.03,2926.01
2025-05-19,default_user,3999.83,2571.98
2025-05-20,default_user,3781.92,2533.07
2025-05-21,default_user,4425.09,2488.5
2025-05-22,default_user,4579.41,2342.83
2025-05-23,default_user,4091.5,2904.26
2025-05-24,default_user,2916.44,2804.95
2025-05-25,default_user,2756.36,2575.31
2025-05-26,default_user,3776.87,2740.37
2025-05-27,default_user,3232.16,2247.27
2025-05-28,default_user,4026.51,2599.6
2025-05-29,default_user,3999.1,2553.68
2025-05-30,default_user,3873.07,2521.69
2025-05-31,default_user,3212.31,2638.32
2025-06-01,default_user,3370.15,4352.81
2025-06-02,default_user,3661.5,2538.12
2025-06-03,default_user,4038.34,2542.75
2025-06-04,default_user,4160.61,2315.13
2025-06-05,default_user,4320.94,2432.07
2025-06-06,default_user,3935.97,2311.42
2025-06-07,default_user,3719.85,2572.45
2025-06-08,default_user,3517.77,2647.25
2025-06-09,default_user,3405.36,2403.65
2025-06-10,default_user,4221.48,2461.38
2025-06-11,default_user,3906.62,2567.39
2025-06-12,default_user,4189.36,2418.02
2025-06-13,default_user,4099.27,2514.51
2025-06-14,default_user,2787.7,2691.6
2025-06-15,default_user,3033.16,2836.4
2025-06-16,default_user,3549.27,2317.75
2025-06-17,default_user,4334.51,2317.25
2025-06-18,default_user,4025.77,2710.56
2025-06-19,default_user,4156.79,2305.54
2025-06-20,default_user,4233.42,2569.02
2025-06-21,default_user,3761.76,2710.44
2025-06-22,default_user,4000.53,2308.7
2025-06-23,default_user,3836.98,2413.44
2025-06-24,default_user,4331.89,2753.85
2025-06-25,default_user,4378.92,2466.48
2025-06-26,default_user,4058.51,2241.54
2025-06-27,default_user,4619.39,2698.84
2025-06-28,default_user,3381.19,2775.87
2025-06-29,default_user,3434.93,2783.87
2025-06-30,default_user,3442.12,2480.31
2025-07-01,default_user,4097.66,4173.26
2025-07-02,default_user,4435.32,2428.21
2025-07-03,default_user,4282.2,3007.2
2025-07-04,default_user,4370.59,2767.42
2025-07-05,default_user,3447.2,2749.37
2025-07-06,default_user,3703.8,2630.88
2025-07-07,default_user,4159.59,2454.63
2025-07-08,default_user,4201.92,2775.4
2025-07-09,default_user,4013.61,2810.78
2025-07-10,default_user,4087.19,2468.66
2025-07-11,default_user,4202.91,2961.84
2025-07-12,default_user,3534.89,2783.0
2025-07-13,default_user,3075.45,2628.99
2025-07-14,default_user,3565.06,2512.72
2025-07-15,default_user,4268.91,2609.09
2025-07-16,default_user,4570.03,2580.05
2025-07-17,default_user,4212.12,2846.76
2025-07-18,default_user,4046.66,2343.88
2025-07-19,default_user,3788.52,2692.47
2025-07-20,default_user,2722.7,2626.42
2025-07-21,default_user,3763.85,2932.95
2025-07-22,default_user,3883.35,2514.82
2025-07-23,default_user,3985.21,2430.11
2025-07-24,default_user,4092.08,2361.85
2025-07-25,default_user,3956.61,2331.61
2025-07-26,default_user,3094.48,2340.54
2025-07-27,default_user,3139.31,2498.7
2025-07-28,default_user,3563.78,2708.33
2025-07-29,default_user,4059.18,2544.96
2025-07-30,default_user,4102.42,2909.92
2025-07-31,default_user,4332.75,2709.25
2025-08-01,default_user,3573.5,4006.49
2025-08-02,default_user,2931.65,2547.92
2025-08-03,default_user,3368.53,2503.75
2025-08-04,default_user,4005.65,2441.51
2025-08-05,default_user,4220.75,2346.43
2025-08-06,default_user,4158.59,2702.13
2025-08-07,default_user,4412.38,2604.13
2025-08-08,default_user,4710.54,2552.92
2025-08-09,default_user,3367.25,2131.29
2025-08-10,default_user,3723.03,2562.06
2025-08-11,default_user,3587.6,2866.72
2025-08-12,default_user,4391.28,2648.94
2025-08-13,default_user,3870.88,2705.34
2025-08-14,default_user,4128.65,2419.66
2025-08-15,default_user,4492.05,2247.01
2025-08-16,default_user,3627.39,2714.04
2025-08-17,default_user,3799.15,2690.37
2025-08-18,default_user,3372.59,2481.82
2025-08-19,default_user,4104.17,2696.8
2025-08-20,default_user,4480.41,2280.54
2025-08-21,default_user,4207.11,2808.33
2025-08-22,default_user,4622.8,2969.22
2025-08-23,default_user,3393.65,2832.29
2025-08-24,default_user,3719.93,2850.85
2025-08-25,default_user,4073.72,2784.68
2025-08-26,default_user,3896.13,2375.66
2025-08-27,default_user,4486.52,2574.17
2025-08-28,default_user,4288.17,2532.95
2025-08-29,default_user,4144.18,2679.49
2025-08-30,default_user,3241.34,2650.41
2025-08-31,default_user,3359.11,2624.64
2025-09-01,default_user,3712.49,4280.63
2025-09-02,default_user,4567.36,2531.3
2025-09-03,default_user,4555.03,2800.07
2025-09-04,default_user,3637.49,2503.47
2025-09-05,default_user,4089.05,2781.68
2025-09-06,default_user,3549.52,2726.83
2025-09-07,default_user,3462.27,2480.11
2025-09-08,default_user,3717.36,2422.28
2025-09-09,default_user,4062.23,2621.44
2025-09-10,default_user,4294.81,2512.44
2025-09-11,default_user,4533.03,2808.92
2025-09-12,default_user,4640.24,2772.36
2025-09-13,default_user,3554.38,2765.84
2025-09-14,default_user,3461.24,2527.95
2025-09-15,default_user,4231.95,2955.09
2025-09-16,default_user,4604.64,2652.58
2025-09-17,default_user,4338.68,2721.66
2025-09-18,default_user,4311.36,2758.67
2025-09-19,default_user,4228.92,2612.8
2025-09-20,default_user,3953.35,2677.81
2025-09-21,default_user,3331.15,2807.4
2025-09-22,default_user,3952.78,2701.61
2025-09-23,default_user,4100.11,2429.93
2025-09-24,default_user,4255.47,2445.44
2025-09-25,default_user,4370.14,2437.9
2025-09-26,default_user,4493.99,2785.9
2025-09-27,default_user,3589.31,2633.5
2025-09-28,default_user,3424.08,2298.3
2025-09-29,default_user,3646.6,2625.71
2025-09-30,default_user,4207.91,2638.67
2025-10-01,default_user,4017.66,4177.46
2025-10-02,default_user,4209.77,2461.57
2025-10-03,default_user,4352.79,2616.6
2025-10-04,default_user,3823.92,2774.68
2025-10-05,default_user,3509.27,2713.26
2025-10-06,default_user,3715.11,2487.43
2025-10-07,default_user,3759.41,3174.54
2025-10-08,default_user,4004.55,2619.03
2025-10-09,default_user,4238.7,2606.68
2025-10-10,default_user,4130.0,2321.46
2025-10-11,default_user,3280.85,2407.92
2025-10-12,default_user,3299.51,2535.56
2025-10-13,default_user,3760.2,2698.06
2025-10-14,default_user,3987.1,2827.46
2025-10-15,default_user,4183.47,2700.69
2025-10-16,default_user,4003.08,2778.88
2025-10-17,default_user,4180.31,2734.7
2025-10-18,default_user,3618.5,2630.38
2025-10-19,default_user,3391.16,2592.73
2025-10-20,default_user,4274.13,2830.73
2025-10-21,default_user,4259.02,2450.61
2025-10-22,default_user,4010.78,2544.02
2025-10-23,default_user,4278.75,2744.64
2025-10-24,default_user,4063.08,2876.35
2025-10-25,default_user,3542.5,2302.66
2025-10-26,default_user,3223.57,2200.11
2025-10-27,default_user,3755.27,2567.08
2025-10-28,default_user,3991.4,2607.85
2025-10-29,default_user,4192.68,2560.01
2025-10-30,default_user,4721.22,2886.04
2025-10-31,default_user,4007.35,2893.54
2025-11-01,default_user,3141.86,4021.69
2025-11-02,default_user,3729.3,2265.68
2025-11-03,default_user,4092.5,2443.65
2025-11-04,default_user,4113.6,2637.32
2025-11-05,default_user,4721.11,2524.33
2025-11-06,default_user,4333.95,2783.58
2025-11-07,default_user,4235.47,2523.23
2025-11-08,default_user,3538.0,2688.51
2025-11-09,default_user,3574.61,2502.41
2025-11-10,default_user,3842.12,2730.77
2025-11-11,default_user,4113.41,2639.77
2025-11-12,default_user,4298.16,2548.35
2025-11-13,default_user,4156.88,2753.41
2025-11-14,default_user,4030.24,2884.33
2025-11-15,default_user,3612.73,2445.26
2025-11-16,default_user,3429.96,2705.63
2025-11-17,default_user,4150.54,2884.59
2025-11-18,default_user,4069.2,2549.08
2025-11-19,default_user,4156.51,2500.36
2025-11-20,default_user,4175.79,2728.65
2025-11-21,default_user,4313.43,2589.48
2025-11-22,default_user,3379.44,2741.02
2025-11-23,default_user,3239.4,2491.65
2025-11-24,default_user,3927.68,2631.75
2025-11-25,default_user,3898.89,2828.73
2025-11-26,default_user,4525.11,2687.68
2025-11-27,default_user,4400.76,2775.72
2025-11-28,default_user,4307.48,2841.71
2025-11-29,default_user,3983.6,2696.25
2025-11-30,default_user,3480.46,2839.46
2025-12-01,default_user,3886.69,3979.63
2025-12-02,default_user,4398.5,2400.82
2025-12-03,default_user,4766.42,2840.36
2025-12-04,default_user,4420.52,2693.36
2025-12-05,default_user,4758.65,2514.32
2025-12-06,default_user,3285.15,2577.46
2025-12-07,default_user,3310.55,2504.44
2025-12-08,default_user,4015.27,2710.55
2025-12-09,default_user,3974.14,2975.11
2025-12-10,default_user,3976.79,2457.23
2025-12-11,default_user,4473.23,2650.17
2025-12-12,default_user,4430.84,2576.59
2025-12-13,default_user,3322.47,2572.28
2025-12-14,default_user,3210.7,2783.46
2025-12-15,default_user,3862.41,2826.5
2025-12-16,default_user,4330.22,2877.23
2025-12-17,default_user,4555.59,2831.58
2025-12-18,default_user,4577.26,2597.88
2025-12-19,default_user,4266.54,2361.94
2025-12-20,default_user,3659.34,2570.56
2025-12-21,default_user,3487.59,2787.27
2025-12-22,default_user,3649.98,2510.31
2025-12-23,default_user,4101.46,2600.11
2025-12-24,default_user,4377.77,2485.78
2025-12-25,default_user,4402.19,2390.31
2025-12-26,default_user,3798.83,2823.72
2025-12-27,default_user,3265.67,2594.41
2025-12-28,default_user,3038.46,2442.08
2025-12-29,default_user,3893.89,2622.34
2025-12-30,default_user,4440.05,2777.55
2025-12-31,default_user,4276.33,2833.5
2026-01-01,default_user,4675.14,4271.63
2026-01-02,default_user,4241.63,2881.43
2026-01-03,default_user,4039.73,2817.46
2026-01-04,default_user,3841.07,2865.83
2026-01-05,default_user,4211.41,2503.29
2026-01-06,default_user,3921.61,2691.09
2026-01-07,default_user,3929.85,2593.75
2026-01-08,default_user,4618.43,2581.23
2026-01-09,default_user,4482.11,2458.21
2026-01-10,default_user,3479.79,2886.14
2026-01-11,default_user,3456.13,2754.65
2026-01-12,default_user,4430.98,2936.3
2026-01-13,default_user,3986.39,2940.58
2026-01-14,default_user,4199.0,2700.67
2026-01-15,default_user,4411.0,2897.47
2026-01-16,default_user,4072.09,2786.13
2026-01-17,default_user,3739.8,2851.35
2026-01-18,default_user,3357.0,2886.37
2026-01-19,default_user,3832.51,2912.71
2026-01-20,default_user,4299.26,2454.71
2026-01-21,default_user,4460.39,2739.47
2026-01-22,default_user,4323.89,2575.15
2026-01-23,default_user,4299.96,2448.57
2026-01-24,default_user,4037.08,2505.55
2026-01-25,default_user,3249.88,2915.2
2026-01-26,default_user,4162.26,2839.24
2026-01-27,default_user,4595.98,2653.89
2026-01-28,default_user,4102.39,2862.53
2026-01-29,default_user,4617.47,2652.2
2026-01-30,default_user,4049.22,2934.57
2026-01-31,default_user,3763.96,2464.77
2026-02-01,default_user,3615.79,3953.1
2026-02-02,default_user,3900.94,2510.76
2026-02-03,default_user,4062.94,2563.44
2026-02-04,default_user,4216.28,2844.29
2026-02-05,default_user,4497.65,2827.57
2026-02-06,default_user,4644.3,2647.79
2026-02-07,default_user,3645.57,2812.23
2026-02-08,default_user,3853.08,2877.67
2026-02-09,default_user,4372.59,2899.73
2026-02-10,default_user,4492.32,2395.56
2026-02-11,default_user,4595.42,2755.61
2026-02-12,default_user,4443.15,2622.85
2026-02-13,default_user,4270.49,2793.15
2026-02-14,default_user,3841.19,2449.12
